       step     cputime cputimediff       angle         ref       error      ierror      derror       pterm       iterm       dterm           v
   0.000000    0.000019    0.000002    0.000000    0.006840    0.006840    0.000000    0.000000   -0.000567   -0.000000   -0.000000   -0.000567
   1.000000    0.005405    0.005386    0.000000    1.945635    1.945635    0.010478  360.000000   -0.161194   -0.000586   -0.232200   -0.393980
   2.000000    0.010845    0.005440    0.000000    3.904200    3.904200    0.031719  360.000000   -0.323459   -0.001773   -0.232200   -0.557432
   3.000000    0.016032    0.005187    0.000000    5.771655    5.771655    0.061659  360.000000   -0.478176   -0.003447   -0.232200   -0.713823
   4.000000    0.021200    0.005167    0.878906    7.631925    6.753019    0.096554  189.913781   -0.559481   -0.005398   -0.122494   -0.687373
   5.000000    0.026321    0.005121    2.109375    9.475500    7.366125    0.134277  119.722972   -0.610276   -0.007507   -0.077221   -0.695004
   6.000000    0.031444    0.005123    3.603516   11.319735    7.716219    0.173806   68.339433   -0.639281   -0.009717   -0.044079   -0.693077
   7.000000    0.036556    0.005113    5.976562   13.160340    7.183778    0.210535 -104.139139   -0.595169   -0.011770    0.067170   -0.539769
   8.000000    0.041675    0.005118    8.437500   15.002880    6.565380    0.244138 -120.824088   -0.543935   -0.013649    0.077932   -0.479653
   9.000000    0.046787    0.005113   11.425781   16.843440    5.417659    0.271836 -224.485798   -0.448848   -0.015198    0.144793   -0.319252
  10.000000    0.051905    0.005117   14.941406   18.685635    3.744229    0.290996 -327.020148   -0.310206   -0.016269    0.210928   -0.115546
  11.000000    0.057019    0.005114   16.435547   20.526750    4.091203    0.311920   67.845216   -0.338952   -0.017438   -0.043760   -0.400151
  12.000000    0.062276    0.005258   17.138672   22.419525    5.280853    0.339685  226.267773   -0.437513   -0.018991   -0.145943   -0.602447
  13.000000    0.067472    0.005195   17.753906   24.289815    6.535909    0.373640  241.577523   -0.541493   -0.020889   -0.155818   -0.718200
  14.000000    0.072726    0.005255   19.511719   26.181450    6.669731    0.408687   25.467989   -0.552581   -0.022848   -0.016427   -0.591856
  15.000000    0.077978    0.005252   21.972656   28.072035    6.099379    0.440719 -108.604956   -0.505327   -0.024639    0.070050   -0.459916
  16.000000    0.083280    0.005302   24.257812   29.980785    5.722972    0.471062  -70.992169   -0.474143   -0.026336    0.045790   -0.454688
  17.000000    0.088574    0.005294   26.806641   31.886625    5.079984    0.497956 -121.456012   -0.420872   -0.027839    0.078339   -0.370372
  18.000000    0.093847    0.005273   29.091797   33.784785    4.692988    0.522700  -73.396657   -0.388809   -0.029223    0.047341   -0.370691
  19.000000    0.099029    0.005182   31.201172   35.650335    4.449163    0.545756  -47.051566   -0.368609   -0.030512    0.030348   -0.368772
  20.000000    0.104163    0.005134   33.134766   37.498500    4.363734    0.568159  -16.640454   -0.361531   -0.031764    0.010733   -0.382562
  21.000000    0.109281    0.005119   34.892578   39.341250    4.448672    0.590930   16.593407   -0.368568   -0.033037   -0.010703   -0.412308
  22.000000    0.114400    0.005118   36.474609   41.183820    4.709211    0.615033   50.903873   -0.390153   -0.034385   -0.032833   -0.457371
  23.000000    0.119515    0.005115   37.880859   43.025250    5.144391    0.641347   85.077775   -0.426208   -0.035856   -0.054875   -0.516939
  24.000000    0.124630    0.005116   38.408203   44.866920    6.458717    0.674388  256.917607   -0.535098   -0.037703   -0.165712   -0.738513
  25.000000    0.129744    0.005114   38.671875   46.707795    8.035920    0.715480  308.436548   -0.665768   -0.040000   -0.198942   -0.904710
  26.000000    0.134859    0.005115   40.869141   48.549330    7.680189    0.754767  -69.541456   -0.636296   -0.042197    0.044854   -0.633639
  27.000000    0.139973    0.005114   44.121094   50.390445    6.269351    0.786830 -275.866419   -0.519409   -0.043989    0.177934   -0.385465
  28.000000    0.145100    0.005127   47.285156   52.236105    4.950949    0.812213 -257.157317   -0.410181   -0.045408    0.165866   -0.289723
  29.000000    0.150220    0.005120   50.185547   54.079170    3.893623    0.832147 -206.524037   -0.322583   -0.046523    0.133208   -0.235898
  30.000000    0.155339    0.005119   52.734375   55.922010    3.187635    0.848464 -137.915242   -0.264092   -0.047435    0.088955   -0.222572
  31.000000    0.160454    0.005115   54.667969   57.763290    3.095321    0.864296  -18.048806   -0.256444   -0.048320    0.011641   -0.293123
  32.000000    0.165568    0.005115   56.162109   59.604555    3.442446    0.881903   67.868979   -0.285203   -0.049305   -0.043775   -0.378283
  33.000000    0.170683    0.005114   57.392578   61.445730    4.053152    0.902632  119.409752   -0.335800   -0.050463   -0.077019   -0.463282
  34.000000    0.175798    0.005116   58.095703   63.287445    5.191742    0.929192  222.560168   -0.430131   -0.051948   -0.143551   -0.625630
  35.000000    0.180923    0.005125   58.447266   65.132385    6.685119    0.963452  291.400204   -0.553855   -0.053864   -0.187953   -0.795672
  36.000000    0.186032    0.005109   58.710938   66.971640    8.260702    1.005657  308.391132   -0.684391   -0.056223   -0.198912   -0.939526
  37.000000    0.191147    0.005115   58.886719   68.812890    9.926171    1.056425  325.631362   -0.822373   -0.059062   -0.210032   -1.091467
  38.000000    0.196255    0.005108   60.468750   70.651875   10.183125    1.108443   50.301328   -0.843662   -0.061970   -0.032444   -0.938076
  39.000000    0.201370    0.005115   64.248047   72.493095    8.245048    1.150613 -378.937702   -0.683094   -0.064327    0.244415   -0.503006
  40.000000    0.206478    0.005109   68.642578   74.332230    5.689652    1.179679 -500.204038   -0.471382   -0.065952    0.322632   -0.214703
  41.000000    0.211593    0.005114   72.070312   76.173345    4.103032    1.200663 -310.237445   -0.339932   -0.067125    0.200103   -0.206954
  42.000000    0.216702    0.005110   74.531250   78.012810    3.481560    1.218453 -121.627810   -0.288444   -0.068120    0.078450   -0.278114
  43.000000    0.221818    0.005115   76.816406   79.854315    3.037909    1.233992  -86.730450   -0.251688   -0.068989    0.055941   -0.264735
  44.000000    0.226928    0.005111   78.925781   81.694140    2.768359    1.248140  -52.743060   -0.229356   -0.069780    0.034019   -0.265116
  45.000000    0.232044    0.005116   80.507812   83.535795    3.027983    1.263631   50.750344   -0.250865   -0.070646   -0.032734   -0.354245
  46.000000    0.237157    0.005113   80.595703   85.376490    4.780787    1.288075  342.810499   -0.396083   -0.072012   -0.221113   -0.689209
  47.000000    0.242273    0.005116   80.507812   87.218235    6.710423    1.322405  377.179697   -0.555952   -0.073932   -0.243281   -0.873164
  48.000000    0.247382    0.005109   81.298828   89.057370    7.758542    1.362041  205.163273   -0.642787   -0.076148   -0.132330   -0.851265
  49.000000    0.252497    0.005115   83.935547   90.898740    6.963193    1.397658 -155.495901   -0.576894   -0.078139    0.100295   -0.554738
  50.000000    0.257607    0.005111   87.011719   92.738580    5.726861    1.426926 -241.912133   -0.474465   -0.079775    0.156033   -0.398207
  51.000000    0.262722    0.005115   90.000000   94.579965    4.579965    1.450352 -224.223891   -0.379446   -0.081085    0.144624   -0.315906
  52.000000    0.267833    0.005111   92.812500   96.419760    3.607260    1.468787 -190.333125   -0.298858   -0.082115    0.122765   -0.258208
  53.000000    0.272947    0.005114   95.449219   98.260845    2.811626    1.483166 -155.575734   -0.232940   -0.082919    0.100346   -0.215513
  54.000000    0.278058    0.005111   97.558594  100.100760    2.542166    1.496159  -52.722870   -0.210616   -0.083646    0.034006   -0.260255
  55.000000    0.283172    0.005115   99.140625  101.941980    2.801355    1.510486   50.677241   -0.232089   -0.084447   -0.032687   -0.349223
  56.000000    0.288283    0.005111  100.722656  103.781925    3.059269    1.526122   50.462935   -0.253457   -0.085321   -0.032549   -0.371327
  57.000000    0.293436    0.005153  101.425781  105.637095    4.211314    1.547824  223.556979   -0.348903   -0.086534   -0.144194   -0.579632
  58.000000    0.298609    0.005173  101.777344  107.499255    5.721911    1.577421  292.034564   -0.474055   -0.088189   -0.188362   -0.750606
  59.000000    0.303770    0.005161  101.953125  109.357095    7.403970    1.615631  325.938269   -0.613412   -0.090325   -0.210230   -0.913967
  60.000000    0.308919    0.005150  102.128906  111.210960    9.082054    1.662400  325.865233   -0.752439   -0.092940   -0.210183   -1.055562
  61.000000    0.314113    0.005194  103.974609  113.080635    9.106026    1.709693    4.615731   -0.754425   -0.095584   -0.002977   -0.852986
