       step     cputime cputimediff       angle         ref       error      ierror      derror       pterm       iterm       dterm           v
   0.000000    0.000021    0.000001    0.000000    0.007650    0.007650    0.000000    0.000000   -0.000634   -0.000000   -0.000000   -0.000634
   1.000000    0.005413    0.005392    0.000000    1.948770    1.948770    0.010508  360.000000   -0.161454   -0.000587   -0.232200   -0.394241
   2.000000    0.010690    0.005277    0.000000    3.848370    3.848370    0.030814  360.000000   -0.318834   -0.001723   -0.232200   -0.552756
   3.000000    0.015932    0.005242    0.000000    5.735670    5.735670    0.060884  360.000000   -0.475195   -0.003404   -0.232200   -0.710798
   4.000000    0.021128    0.005196    0.615234    7.606095    6.990861    0.097205  241.586070   -0.579186   -0.005434   -0.155823   -0.740443
   5.000000    0.026267    0.005139    1.845703    9.456045    7.610342    0.136313  120.550961   -0.630509   -0.007621   -0.077755   -0.715885
   6.000000    0.031381    0.005114    2.900391   11.297235    8.396845    0.179258  153.781481   -0.695670   -0.010022   -0.099189   -0.804881
   7.000000    0.036501    0.005119    3.779297   13.140195    9.360898    0.227180  188.316257   -0.775541   -0.012701   -0.121464   -0.909706
   8.000000    0.041615    0.005115    6.240234   14.981445    8.741211    0.271887 -121.160927   -0.724201   -0.015200    0.078149   -0.661252
   9.000000    0.046733    0.005117    9.228516   16.823730    7.595215    0.310755 -223.938484   -0.629256   -0.017373    0.144440   -0.502189
  10.000000    0.051846    0.005113   12.128906   18.664440    6.535534    0.344172 -207.248884   -0.541462   -0.019242    0.133676   -0.427029
  11.000000    0.056962    0.005116   14.765625   20.506365    5.740740    0.373544 -155.340642   -0.475615   -0.020884    0.100195   -0.396304
  12.000000    0.062132    0.005170   17.226562   22.367550    5.140988    0.400123 -116.007160   -0.425926   -0.022370    0.074825   -0.373471
  13.000000    0.067332    0.005200   20.390625   24.239610    3.848985    0.420139 -248.454134   -0.318885   -0.023489    0.160253   -0.182120
  14.000000    0.072579    0.005247   23.378906   26.128395    2.749489    0.434564 -209.562576   -0.227792   -0.024295    0.135168   -0.116920
  15.000000    0.077865    0.005286   24.433594   28.031280    3.597686    0.453581  160.467461   -0.298065   -0.025358   -0.103502   -0.426925
  16.000000    0.083160    0.005296   25.136719   29.937690    4.800971    0.479005  227.224251   -0.397756   -0.026780   -0.146560   -0.571095
  17.000000    0.088531    0.005370   25.312500   31.871010    6.558510    0.514226  327.268097   -0.543366   -0.028749   -0.211088   -0.783203
  18.000000    0.093788    0.005257   25.576172   33.763590    8.187418    0.557269  309.845245   -0.678319   -0.031155   -0.199850   -0.909325
  19.000000    0.098957    0.005170   27.597656   35.624640    8.026984    0.598765  -31.034245   -0.665028   -0.033475    0.020017   -0.678486
  20.000000    0.104081    0.005124   30.585938   37.469205    6.883268    0.634033 -223.216851   -0.570272   -0.035447    0.143975   -0.461744
  21.000000    0.109200    0.005119   34.453125   39.311970    4.858845    0.658905 -395.488307   -0.402550   -0.036837    0.255090   -0.184298
  22.000000    0.114329    0.005129   36.474609   41.158440    4.683831    0.682928  -34.121985   -0.388051   -0.038180    0.022009   -0.404222
  23.000000    0.119451    0.005122   37.968750   43.002330    5.033580    0.708710   68.284881   -0.417027   -0.039622   -0.044044   -0.500693
  24.000000    0.124567    0.005116   40.781250   44.844060    4.062810    0.729495 -189.754814   -0.336600   -0.040784    0.122392   -0.254992
  25.000000    0.129681    0.005114   43.505859   46.684980    3.179121    0.745752 -172.809412   -0.263387   -0.041693    0.111462   -0.193618
  26.000000    0.134796    0.005115   45.175781   48.526530    3.350749    0.762892   33.551174   -0.277606   -0.042651   -0.021641   -0.341898
  27.000000    0.139906    0.005110   45.878906   50.366025    4.487119    0.785820  222.394289   -0.371753   -0.043933   -0.143444   -0.559130
  28.000000    0.145032    0.005126   46.230469   52.211460    5.980991    0.816480  291.418618   -0.495519   -0.045647   -0.187965   -0.729131
  29.000000    0.150150    0.005118   46.406250   54.053955    7.647705    0.855621  325.654583   -0.633605   -0.047835   -0.210047   -0.891487
  30.000000    0.155269    0.005119   46.582031   55.896975    9.314944    0.903309  325.664372   -0.771734   -0.050501   -0.210054   -1.032289
  31.000000    0.160380    0.005111   48.867188   57.736905    8.869718    0.948642  -87.112769   -0.734847   -0.053036    0.056188   -0.731695
  32.000000    0.165498    0.005117   52.910156   59.579145    6.668989    0.982769 -430.053872   -0.552519   -0.054944    0.277385   -0.330078
  33.000000    0.170611    0.005113   56.601562   61.419885    4.818323    1.007406 -361.941265   -0.399193   -0.056321    0.233452   -0.222062
  34.000000    0.175726    0.005115   58.623047   63.261315    4.638268    1.031131  -35.200699   -0.384276   -0.057647    0.022704   -0.419219
  35.000000    0.180838    0.005112   60.732422   65.101545    4.369123    1.053465  -52.652223   -0.361977   -0.058896    0.033961   -0.386913
  36.000000    0.185953    0.005115   63.457031   66.943050    3.486019    1.071297 -172.640048   -0.288813   -0.059893    0.111353   -0.237353
  37.000000    0.191092    0.005139   66.005859   68.793210    2.787351    1.085622 -135.945315   -0.230929   -0.060694    0.087685   -0.203938
  38.000000    0.196210    0.005118   67.763672   70.635675    2.872003    1.100321   16.540332   -0.237943   -0.061516   -0.010669   -0.310127
  39.000000    0.201320    0.005110   67.939453   72.475215    4.535762    1.123498  325.599414   -0.375783   -0.062811   -0.210012   -0.648606
  40.000000    0.206435    0.005115   68.027344   74.316735    6.289391    1.155670  342.818201   -0.521070   -0.064610   -0.221118   -0.806798
  41.000000    0.211550    0.005114   69.169922   76.157880    6.987958    1.191409  136.591144   -0.578945   -0.066608   -0.088101   -0.733655
  42.000000    0.216665    0.005115   71.630859   77.999295    6.368436    1.223983 -121.117750   -0.527619   -0.068429    0.078121   -0.517927
  43.000000    0.221779    0.005114   74.355469   79.840335    5.484866    1.252033 -172.774614   -0.454416   -0.069997    0.111440   -0.412973
  44.000000    0.226895    0.005116   76.904297   81.682095    4.777798    1.276476 -138.207218   -0.395836   -0.071364    0.089144   -0.378056
