       step          sn     cputime cputimediff       angle         ref           v 
 359.000000  693.000000    3.468759    0.019521 -278.701172 -167.400000    5.000000 
 360.000000  696.000000    3.486375    0.017616 -182.197266 -172.800000    5.000000 
 361.000000  699.000000    3.501823    0.015448  -71.279297 -178.200000    0.576058 
 362.000000  702.000000    3.517521    0.015698    7.207031 -176.400000   -5.000000 
 363.000000  707.000000    3.538994    0.021474  -24.433594 -167.400000   -5.000000 
 364.000000  710.000000    3.556177    0.017182 -105.644531 -162.000000   -5.000000 
 365.000000  715.000000    3.578056    0.021879 -280.458984 -153.000000   -4.084908 
 366.000000  718.000000    3.596162    0.018106 -368.964844 -147.600000    5.000000 
 367.000000  723.000000    3.619073    0.022911 -334.335938 -138.600000    5.000000 
 368.000000  727.000000    3.638603    0.019530 -219.199219 -131.400000    5.000000 
 369.000000  731.000000    3.660087    0.021484  -71.718750 -124.200000    5.000000 
 370.000000  735.000000    3.679619    0.019531   71.630859 -117.000000   -3.199820 
 371.000000  739.000000    3.699151    0.019532   91.318359 -109.800000   -5.000000 
 372.000000  743.000000    3.720635    0.021484    6.064453 -102.600000   -5.000000 
 373.000000  747.000000    3.740166    0.019532 -127.089844  -95.400000   -5.000000 
 374.000000  751.000000    3.759697    0.019530 -265.605469  -88.200000    3.258326 
 375.000000  755.000000    3.779274    0.019577 -284.238281  -81.000000    5.000000 
 376.000000  759.000000    3.800712    0.021439 -201.181641  -73.800000    5.000000 
 377.000000  763.000000    3.820336    0.019623  -68.291016  -66.600000    5.000000 
 378.000000  767.000000    3.841731    0.021396   80.947266  -59.400000    1.356136 
 379.000000  771.000000    3.861264    0.019533  173.408203  -52.200000   -5.000000 
 380.000000  775.000000    3.880791    0.019527  135.087891  -45.000000   -5.000000 
 381.000000  779.000000    3.902275    0.021484   22.060547  -37.800000   -5.000000 
 382.000000  783.000000    3.921806    0.019531 -124.804688  -30.600000   -4.470447 
 383.000000  787.000000    3.941337    0.019531 -258.398438  -23.400000    5.000000 
 384.000000  791.000000    3.962822    0.021485 -250.224609  -16.200000    5.000000 
 385.000000  795.000000    3.982354    0.019532 -150.996094   -9.000000    5.000000 
 386.000000  798.000000    3.995850    0.013496  -48.427734   -3.600000    5.000000 
 387.000000  801.000000    4.011651    0.015801   65.830078    1.800000    4.920492 
 388.000000  806.000000    4.033134    0.021483  221.660156   10.800000   -3.916892 
 389.000000  809.000000    4.052665    0.019531  214.892578   16.200000   -5.000000 
 390.000000  813.000000    4.072197    0.019531  124.804688   23.400000   -5.000000 
 391.000000  818.000000    4.093682    0.021485  -52.734375   32.400000   -5.000000 
 392.000000  822.000000    4.113213    0.019531 -161.191406   39.600000    5.000000 
 393.000000  825.000000    4.132744    0.019531 -144.052734   45.000000    5.000000 
 394.000000  830.000000    4.154228    0.021484  -15.820312   54.000000    5.000000 
 395.000000  834.000000    4.173760    0.019531  124.453125   61.200000    5.000000 
 396.000000  838.000000    4.193290    0.019531  228.603516   68.400000   -4.026403 
 397.000000  842.000000    4.214775    0.021484  200.830078   75.600000   -5.000000 
 398.000000  846.000000    4.234306    0.019531   94.394531   82.800000   -5.000000 
 399.000000  850.000000    4.253837    0.019531  -39.462891   90.000000   -0.082508 
 400.000000  854.000000    4.275321    0.021484 -102.041016   97.200000    5.000000 
 401.000000  857.000000    4.288255    0.012934  -69.873047  102.600000    5.000000 
 402.000000  860.000000    4.304620    0.016365    5.537109  108.000000    5.000000 
 403.000000  864.000000    4.324152    0.019532  143.173828  115.200000    5.000000 
 404.000000  868.000000    4.345635    0.021483  286.259766  122.400000   -0.873087 
 405.000000  872.000000    4.365166    0.019531  338.378906  129.600000   -5.000000 
 406.000000  876.000000    4.384697    0.019530  278.964844  136.800000   -5.000000 
 407.000000  878.000000    4.396417    0.011721  222.978516  140.400000   -5.000000 
 408.000000  882.000000    4.415947    0.019530   83.232422  147.600000   -5.000000 
 409.000000  886.000000    4.435478    0.019531  -54.140625  154.800000    5.000000 
 410.000000  890.000000    4.455009    0.019532  -49.482422  162.000000    5.000000 
 411.000000  894.000000    4.476493    0.021484   47.373047  169.200000    5.000000 
 412.000000  898.000000    4.496025    0.019532  186.767578  176.400000    5.000000 
 413.000000  902.000000    4.515556    0.019531  336.181641  176.400000   -0.106511 
 414.000000  906.000000    4.537041    0.021485  406.845703  169.200000   -5.000000 
 415.000000  910.000000    4.556572    0.019531  355.253906  162.000000   -5.000000 
 416.000000  914.000000    4.576103    0.019531  236.601562  154.800000   -5.000000 
 417.000000  918.000000    4.597587    0.021485   85.957031  147.600000   -5.000000 
 418.000000  920.000000    4.607354    0.009766    3.779297  144.000000    4.846985 
 419.000000  924.000000    4.626884    0.019530  -76.464844  136.800000    5.000000 
 420.000000  929.000000    4.648369    0.021485    2.724609  127.800000    5.000000 
 421.000000  932.000000    4.667900    0.019531   95.800781  122.400000    5.000000 
 422.000000  936.000000    4.687431    0.019531  241.347656  115.200000    2.229223 
 423.000000  941.000000    4.708915    0.021484  352.441406  106.200000   -5.000000 
 424.000000  945.000000    4.728447    0.019532  299.091797   99.000000   -5.000000 
 425.000000  949.000000    4.747978    0.019531  179.560547   91.800000   -5.000000 
 426.000000  953.000000    4.769463    0.021485   32.871094   84.600000   -5.000000 
 427.000000  957.000000    4.788994    0.019531  -79.365234   77.400000    3.556856 
 428.000000  961.000000    4.808525    0.019531  -61.259766   70.200000    5.000000 
 429.000000  965.000000    4.828059    0.019534   39.550781   63.000000    5.000000 
 430.000000  969.000000    4.849541    0.021482  152.138672   55.800000    1.578158 
 431.000000  973.000000    4.869072    0.019530  216.650391   48.600000   -5.000000 
 432.000000  977.000000    4.888604    0.019532  164.003906   41.400000   -5.000000 
 433.000000  979.000000    4.900323    0.011719  109.160156   37.800000   -5.000000 
 434.000000  983.000000    4.919853    0.019530  -28.564453   30.600000   -5.000000 
 435.000000  987.000000    4.939384    0.019531 -166.728516   23.400000    4.135914 
 436.000000  991.000000    4.960868    0.021484 -173.056641   16.200000    5.000000 
 437.000000  995.000000    4.980401    0.019532  -83.583984    9.000000    5.000000 
 438.000000  999.000000    4.999931    0.019531   53.173828    1.800000    5.000000 
 439.000000 1003.000000    5.021417    0.021486  189.228516   -5.400000   -4.570957 
 440.000000 1007.000000    5.038342    0.016925  189.755859  -12.600000   -5.000000 
 441.000000 1008.000000    5.043938    0.005596  172.001953  -14.400000   -5.000000 
 442.000000 1009.000000    5.049546    0.005608  149.501953  -16.200000   -5.000000 
 443.000000 1010.000000    5.055192    0.005646  123.837891  -18.000000   -5.000000 
 444.000000 1011.000000    5.060784    0.005593   95.097656  -19.800000   -5.000000 
 445.000000 1012.000000    5.066415    0.005630   62.226563  -21.600000   -5.000000 
 446.000000 1013.000000    5.072050    0.005635   28.476562  -23.400000   -3.120312 
 447.000000 1014.000000    5.077679    0.005629   -6.591797  -25.200000   -0.373537 
 448.000000 1016.000000    5.083328    0.005649  -68.554688  -28.800000   -2.130213 
 449.000000 1017.000000    5.088929    0.005600  -99.755859  -30.600000    5.000000 
 450.000000 1018.000000    5.094826    0.005897 -126.035156  -32.400000    5.000000 
 451.000000 1019.000000    5.100549    0.005723 -140.185547  -34.200000    5.000000 
 452.000000 1020.000000    5.106084    0.005535 -144.228516  -36.000000    5.000000 
 453.000000 1021.000000    5.111569    0.005485 -139.306641  -37.800000    5.000000 
 454.000000 1022.000000    5.117044    0.005475 -127.353516  -39.600000    5.000000 
 455.000000 1023.000000    5.122523    0.005479 -109.863281  -41.400000    5.000000 
 456.000000 1025.000000    5.127999    0.005476  -63.720703  -45.000000    5.000000 
 457.000000 1026.000000    5.133479    0.005480  -37.265625  -46.800000   -1.758176 
 458.000000 1027.000000    5.138958    0.005479  -11.601562  -48.600000   -4.429943 
 459.000000 1028.000000    5.144434    0.005476    5.009766  -50.400000   -5.000000 
 460.000000 1029.000000    5.149943    0.005509   12.128906  -52.200000   -5.000000 
 461.000000 1030.000000    5.155436    0.005493    9.052734  -54.000000   -5.000000 
 462.000000 1031.000000    5.160917    0.005481   -1.142578  -55.800000   -5.000000 
 463.000000 1032.000000    5.166423    0.005506  -17.226562  -57.600000   -3.517852 
 464.000000 1033.000000    5.171898    0.005475  -37.441406  -59.400000   -1.585659 
 465.000000 1034.000000    5.177372    0.005473  -58.447266  -61.200000    0.466547 
 466.000000 1035.000000    5.182867    0.005496  -77.519531  -63.000000    2.158716 
 467.000000 1037.000000    5.188343    0.005476 -100.283203  -66.600000    0.739574 
 468.000000 1038.000000    5.193890    0.005547 -108.544922  -68.400000    3.678368 
 469.000000 1039.000000    5.199760    0.005870 -111.884766  -70.200000    4.101410 
 470.000000 1040.000000    5.205286    0.005527 -107.753906  -72.000000    3.604860 
 471.000000 1041.000000    5.210805    0.005519  -98.349609  -73.800000    2.160216 
 472.000000 1042.000000    5.216329    0.005524  -86.132812  -75.600000    0.558056 
 473.000000 1043.000000    5.221854    0.005525  -73.037109  -77.400000   -0.963096 
 474.000000 1044.000000    5.227376    0.005522  -63.105469  -79.200000   -2.311731 
 475.000000 1045.000000    5.232896    0.005521  -57.480469  -81.000000   -2.880288 
 476.000000 1047.000000    5.238417    0.005521  -59.941406  -84.600000   -2.376238 
 477.000000 1048.000000    5.243939    0.005522  -65.566406  -86.400000   -1.920192 
 478.000000 1049.000000    5.249488    0.005549  -74.091797  -88.200000   -1.291629 
 479.000000 1050.000000    5.255012    0.005524  -82.617188  -90.000000   -0.364536 
 480.000000 1051.000000    5.260534    0.005522  -92.285156  -91.800000    0.190519 
 481.000000 1052.000000    5.266054    0.005520  -99.580078  -93.600000    0.990099 
 482.000000 1053.000000    5.271575    0.005521 -104.765625  -95.400000    1.140114 
 483.000000 1054.000000    5.277095    0.005520 -107.050781  -97.200000    1.152115 
 484.000000 1055.000000    5.282683    0.005589 -107.138672  -99.000000    0.820582 
 485.000000 1057.000000    5.288256    0.005573 -104.238281 -102.600000    0.238524 
 486.000000 1058.000000    5.293784    0.005528 -102.480469 -104.400000   -0.366037 
 487.000000 1059.000000    5.299306    0.005522 -100.195312 -106.200000   -0.672067 
 488.000000 1060.000000    5.304829    0.005523  -99.140625 -108.000000   -1.080108 
 489.000000 1061.000000    5.310352    0.005523  -99.931641 -109.800000   -1.161116 
 490.000000 1062.000000    5.315895    0.005543 -102.041016 -111.600000   -1.009601 
 491.000000 1063.000000    5.321422    0.005527 -105.205078 -113.400000   -0.816082 
 492.000000 1064.000000    5.326944    0.005522 -109.423828 -115.200000   -0.570057 
 493.000000 1065.000000    5.332464    0.005520 -113.378906 -117.000000   -0.234023 
 494.000000 1067.000000    5.338022    0.005558 -120.761719 -120.600000   -0.751575 
 495.000000 1068.000000    5.343542    0.005521 -124.189453 -122.400000    0.177018 
 496.000000 1069.000000    5.349079    0.005537 -126.562500 -124.200000    0.289529 
 497.000000 1070.000000    5.354600    0.005521 -128.320312 -126.000000    0.201020 
 498.000000 1071.000000    5.360121    0.005522 -129.814453 -127.800000    0.118512 
 499.000000 1072.000000    5.365642    0.005520 -130.517578 -129.600000    0.060006 
 500.000000 1073.000000    5.371162    0.005521 -130.693359 -131.400000   -0.132013 
 501.000000 1074.000000    5.376683    0.005521 -130.605469 -133.200000   -0.334533 
 502.000000 1075.000000    5.382228    0.005545 -130.429688 -135.000000   -0.526553 
 503.000000 1076.000000    5.387750    0.005522 -130.341797 -136.800000   -0.702070 
 504.000000 1078.000000    5.393273    0.005523 -131.660156 -140.400000   -0.988599 
 505.000000 1079.000000    5.398794    0.005521 -133.417969 -142.200000   -0.850585 
 506.000000 1080.000000    5.404317    0.005524 -136.230469 -144.000000   -0.811581 
 507.000000 1081.000000    5.409834    0.005517 -140.097656 -145.800000   -0.594059 
 508.000000 1082.000000    5.415381    0.005547 -143.876953 -147.600000   -0.288029 
 509.000000 1083.000000    5.420902    0.005521 -147.480469 -149.400000   -0.136514 
 510.000000 1084.000000    5.426423    0.005521 -150.908203 -151.200000   -0.010501 
 511.000000 1085.000000    5.431945    0.005522 -153.632812 -153.000000    0.102010 
 512.000000 1086.000000    5.437464    0.005519 -155.214844 -154.800000    0.088509 
 513.000000 1088.000000    5.442982    0.005518 -156.181641 -158.400000   -0.430543 
 514.000000 1089.000000    5.448523    0.005541 -156.357422 -160.200000   -0.444044 
 515.000000 1090.000000    5.454048    0.005525 -156.357422 -162.000000   -0.613561 
 516.000000 1091.000000    5.459568    0.005520 -157.675781 -163.800000   -0.786079 
 517.000000 1092.000000    5.465089    0.005521 -159.960938 -165.600000   -0.658566 
 518.000000 1093.000000    5.470607    0.005518 -163.388672 -167.400000   -0.495050 
 519.000000 1094.000000    5.476152    0.005544 -167.431641 -169.200000   -0.213021 
 520.000000 1095.000000    5.481696    0.005545 -169.541016 -171.000000    0.051005 
 521.000000 1096.000000    5.487219    0.005523 -171.386719 -172.800000   -0.172517 
 522.000000 1097.000000    5.492743    0.005524 -173.144531 -174.600000   -0.204020 
 523.000000 1099.000000    5.498264    0.005521 -176.220703 -178.200000   -0.595560 
 524.000000 1100.000000    5.503788    0.005524 -177.099609 -180.000000   -0.297030 
 525.000000 1101.000000    5.509311    0.005523 -177.802734 -178.200000   -0.454545 
 526.000000 1102.000000    5.515783    0.006472 -179.033203 -176.400000    0.195020 
 527.000000 1103.000000    5.521700    0.005918 -180.703125 -174.600000    0.514551 
 528.000000 1104.000000    5.527598    0.005898 -182.285156 -172.800000    0.861086 
 529.000000 1106.000000    5.533499    0.005901 -180.878906 -169.200000    1.080108 
 530.000000 1107.000000    5.539403    0.005904 -178.330078 -167.400000    0.957096 
 531.000000 1108.000000    5.545427    0.006024 -175.253906 -165.600000    0.729073 
 532.000000 1109.000000    5.551326    0.005899 -170.595703 -163.800000    0.558056 
 533.000000 1110.000000    5.557226    0.005900 -166.289062 -162.000000    0.118512 
 534.000000 1112.000000    5.563126    0.005900 -160.224609 -158.400000    0.663066 
 535.000000 1113.000000    5.569024    0.005898 -157.324219 -156.600000   -0.087009 
 536.000000 1114.000000    5.574934    0.005910 -154.687500 -154.800000   -0.154515 
 537.000000 1115.000000    5.580931    0.005997 -153.457031 -153.000000   -0.190519 
 538.000000 1116.000000    5.586829    0.005899 -152.314453 -151.200000    0.039004 
 539.000000 1117.000000    5.592728    0.005899 -151.611328 -149.400000    0.105011 
 540.000000 1119.000000    5.598625    0.005897 -150.996094 -145.800000    0.493549 
 541.000000 1120.000000    5.604516    0.005891 -150.732422 -144.000000    0.559556 
 542.000000 1121.000000    5.610410    0.005894 -149.414062 -142.200000    0.688569 
 543.000000 1122.000000    5.616321    0.005911 -148.271484 -140.400000    0.594059 
 544.000000 1123.000000    5.622222    0.005901 -146.777344 -138.600000    0.673567 
 545.000000 1125.000000    5.628133    0.005911 -141.679688 -135.000000    1.000600 
 546.000000 1126.000000    5.634050    0.005916 -138.164062 -133.200000    0.331533 
 547.000000 1127.000000    5.640004    0.005954 -134.208984 -131.400000    0.135014 
 548.000000 1128.000000    5.645961    0.005957 -130.429688 -129.600000   -0.100510 
 549.000000 1129.000000    5.651909    0.005948 -127.441406 -127.800000   -0.241524 
 550.000000 1130.000000    5.657915    0.006006 -126.035156 -126.000000   -0.237024 
 551.000000 1132.000000    5.663855    0.005939 -126.210937 -122.400000    0.330033 
 552.000000 1133.000000    5.669819    0.005965 -126.474609 -120.600000    0.552055 
 553.000000 1134.000000    5.675773    0.005953 -126.738281 -118.800000    0.702070 
 554.000000 1135.000000    5.681665    0.005893 -126.914062 -117.000000    0.874587 
 555.000000 1136.000000    5.687566    0.005901 -125.947266 -115.200000    1.029103 
 556.000000 1138.000000    5.693464    0.005898 -120.410156 -111.600000    1.231623 
 557.000000 1139.000000    5.699369    0.005905 -115.927734 -109.800000    0.448545 
 558.000000 1140.000000    5.705277    0.005908 -110.214844 -108.000000    0.126013 
 559.000000 1141.000000    5.711173    0.005896 -105.732422 -106.200000   -0.357036 
 560.000000 1142.000000    5.717079    0.005906 -102.568359 -104.400000   -0.420042 
 561.000000 1144.000000    5.722981    0.005902  -99.140625 -100.800000    0.192019 
 562.000000 1145.000000    5.728999    0.006019  -98.349609  -99.000000   -0.147015 
 563.000000 1146.000000    5.734903    0.005903  -97.734375  -97.200000    0.039004 
 564.000000 1147.000000    5.740804    0.005901  -97.558594  -95.400000    0.159016 
 565.000000 1148.000000    5.746706    0.005902  -97.734375  -93.600000    0.351035 
 566.000000 1149.000000    5.752601    0.005896  -97.910156  -91.800000    0.561056 
 567.000000 1151.000000    5.758498    0.005897  -97.119141  -88.200000    0.855086 
 568.000000 1152.000000    5.764392    0.005894  -95.361328  -86.400000    0.828083 
 569.000000 1153.000000    5.770282    0.005890  -92.812500  -84.600000    0.721572 
 570.000000 1154.000000    5.776187    0.005906  -90.087891  -82.800000    0.559556 
 571.000000 1155.000000    5.782089    0.005902  -86.220703  -81.000000    0.462046 
 572.000000 1157.000000    5.787997    0.005908  -79.892578  -77.400000    0.795080 
 573.000000 1158.000000    5.793904    0.005907  -77.695312  -75.600000    0.090009 
 574.000000 1159.000000    5.799931    0.006027  -73.740234  -73.800000    0.103510 
 575.000000 1160.000000    5.805829    0.005898  -71.279297  -72.000000   -0.301530 
 576.000000 1161.000000    5.811732    0.005903  -69.960938  -70.200000   -0.163516 
 577.000000 1162.000000    5.817635    0.005902  -69.433594  -68.400000    0.024002 
 578.000000 1164.000000    5.823625    0.005990  -69.082031  -64.800000    0.448545 
 579.000000 1165.000000    5.829627    0.006002  -69.169922  -63.000000    0.559556 
 580.000000 1166.000000    5.835584    0.005957  -68.291016  -61.200000    0.739574 
 581.000000 1167.000000    5.841531    0.005948  -66.445312  -59.400000    0.693069 
 582.000000 1168.000000    5.847480    0.005949  -63.544922  -57.600000    0.567057 
 583.000000 1170.000000    5.853387    0.005907  -57.744141  -54.000000    0.865587 
 584.000000 1171.000000    5.859278    0.005891  -53.085938  -52.200000    0.138014 
 585.000000 1172.000000    5.865239    0.005961  -48.691406  -50.400000   -0.301530 
 586.000000 1173.000000    5.871274    0.006034  -45.439453  -48.600000   -0.483048 
 587.000000 1174.000000    5.877177    0.005903  -43.417969  -46.800000   -0.457546 
 588.000000 1176.000000    5.883094    0.005918  -42.890625  -43.200000    0.091509 
 589.000000 1177.000000    5.889020    0.005926  -43.330078  -41.400000    0.219022 
 590.000000 1178.000000    5.894915    0.005895  -43.769531  -39.600000    0.439544 
 591.000000 1179.000000    5.900822    0.005907  -44.033203  -37.800000    0.625563 
 592.000000 1180.000000    5.906719    0.005897  -43.417969  -36.000000    0.775578 
 593.000000 1181.000000    5.912618    0.005899  -42.275391  -34.200000    0.763576 
 594.000000 1183.000000    5.918519    0.005901  -38.056641  -30.600000    1.050105 
 595.000000 1184.000000    5.924424    0.005906  -34.277344  -28.800000    0.511551 
 596.000000 1185.000000    5.930322    0.005898  -29.794922  -27.000000    0.202520 
 597.000000 1186.000000    5.936228    0.005906  -25.312500  -25.200000   -0.109511 
 598.000000 1187.000000    5.942257    0.006029  -22.236328  -23.400000   -0.331533 
 599.000000 1189.000000    5.948163    0.005907  -19.248047  -19.800000    0.289529 
 600.000000 1190.000000    5.954073    0.005910  -19.423828  -18.000000    0.111011 
 601.000000 1191.000000    5.959978    0.005905  -19.687500  -16.200000    0.376538 
 602.000000 1192.000000    5.965878    0.005900  -20.039062  -14.400000    0.559556 
 603.000000 1193.000000    5.971787    0.005908  -20.302734  -12.600000    0.751575 
 604.000000 1194.000000    5.977689    0.005902  -20.302734  -10.800000    0.913591 
 605.000000 1196.000000    5.983597    0.005908  -17.666016   -7.200000    1.182118 
 606.000000 1197.000000    5.989509    0.005912  -14.150391   -5.400000    0.856586 
 607.000000 1198.000000    5.995463    0.005954   -9.755859   -3.600000    0.523552 
 608.000000 1199.000000    6.001415    0.005952   -4.921875   -1.800000    0.196520 
 609.000000 1200.000000    6.007363    0.005949   -0.351562    0.000000   -0.109511 
 610.000000 1202.000000    6.013434    0.006071    5.273438    3.600000    0.433543 
 611.000000 1203.000000    6.019382    0.005947    7.470703    5.400000   -0.145515 
 612.000000 1204.000000    6.025294    0.005912   11.337891    7.200000   -0.201020 
 613.000000 1205.000000    6.031251    0.005957   12.656250    9.000000   -0.589559 
 614.000000 1206.000000    6.037155    0.005904   13.095703   10.800000   -0.222022 
 615.000000 1208.000000    6.043056    0.005901   11.250000   14.400000    0.208521 
 616.000000 1209.000000    6.048961    0.005905   10.371094   16.200000    0.648065 
 617.000000 1210.000000    6.054863    0.005902    9.580078   18.000000    0.849085 
 618.000000 1211.000000    6.060767    0.005904   10.019531   19.800000    1.054605 
 619.000000 1212.000000    6.066668    0.005901   11.865234   21.600000    1.011101 
 620.000000 1213.000000    6.072570    0.005903   15.029297   23.400000    0.829583 
 621.000000 1215.000000    6.078468    0.005898   23.730469   27.000000    1.108611 
 622.000000 1216.000000    6.084503    0.006035   29.091797   28.800000   -0.132013 
 623.000000 1217.000000    6.090392    0.005889   34.189453   30.600000   -0.450045 
 624.000000 1218.000000    6.096294    0.005903   39.199219   32.400000   -0.690069 
 625.000000 1219.000000    6.102202    0.005908   41.220703   34.200000   -0.946595 
 626.000000 1221.000000    6.108103    0.005901   40.781250   37.800000   -0.174017 
 627.000000 1222.000000    6.114011    0.005908   39.726562   39.600000    0.124512 
 628.000000 1223.000000    6.119911    0.005900   38.759766   41.400000    0.384038 
 629.000000 1224.000000    6.125810    0.005899   38.232422   43.200000    0.603060 
 630.000000 1225.000000    6.131710    0.005900   39.462891   45.000000    0.741074 
 631.000000 1226.000000    6.137611    0.005901   41.220703   46.800000    0.562556 
 632.000000 1228.000000    6.143519    0.005908   45.966797   50.400000    0.876088 
 633.000000 1229.000000    6.149418    0.005899   49.482422   52.200000    0.316532 
 634.000000 1230.000000    6.155404    0.005986   53.525391   54.000000    0.039004 
 635.000000 1231.000000    6.161298    0.005894   57.304687   55.800000   -0.214521 
 636.000000 1232.000000    6.167213    0.005915   59.238281   57.600000   -0.345035 
 637.000000 1234.000000    6.173114    0.005901   61.171875   61.200000    0.279028 
 638.000000 1235.000000    6.179075    0.005961   61.699219   63.000000    0.189019 
 639.000000 1236.000000    6.185031    0.005956   62.050781   64.800000    0.306031 
 640.000000 1237.000000    6.190991    0.005960   62.753906   66.600000    0.450045 
 641.000000 1238.000000    6.196946    0.005955   64.160156   68.400000    0.496550 
 642.000000 1239.000000    6.202884    0.005937   65.302734   70.200000    0.439544 
 643.000000 1241.000000    6.208836    0.005952   67.148438   73.800000    0.826583 
 644.000000 1242.000000    6.214807    0.005971   68.730469   75.600000    0.723072 
 645.000000 1243.000000    6.220709    0.005902   71.718750   77.400000    0.642064 
 646.000000 1244.000000    6.226697    0.005987   75.498047   79.200000    0.363036 
 647.000000 1245.000000    6.232595    0.005898   79.101562   81.000000    0.097510 
 648.000000 1247.000000    6.238491    0.005896   83.671875   84.600000    0.586559 
 649.000000 1248.000000    6.244397    0.005906   86.835938   86.400000    0.108011 
 650.000000 1249.000000    6.250293    0.005896   90.439453   88.200000   -0.165017 
 651.000000 1250.000000    6.256203    0.005910   91.845703   90.000000   -0.370537 
 652.000000 1251.000000    6.262199    0.005996   93.076172   91.800000   -0.055506 
 653.000000 1253.000000    6.268101    0.005902   95.185547   95.400000    0.321032 
 654.000000 1254.000000    6.274008    0.005907   96.064453   97.200000    0.171017 
 655.000000 1255.000000    6.279895    0.005887   96.064453   99.000000    0.259526 
 656.000000 1257.000000    6.288818    0.008923   95.888672  102.600000    0.672067 
 657.000000 1258.000000    6.295050    0.006232   95.712891  104.400000    0.850585 
 658.000000 1259.000000    6.301059    0.006009   97.558594  106.200000    1.027603 
 659.000000 1260.000000    6.307107    0.006048   99.843750  108.000000    0.765077 
 660.000000 1262.000000    6.313144    0.006038  106.875000  111.600000    1.117612 
 661.000000 1263.000000    6.319199    0.006054  110.742188  113.400000    0.163516 
 662.000000 1264.000000    6.325260    0.006061  115.136719  115.200000    0.015002 
 663.000000 1265.000000    6.331432    0.006173  119.619141  117.000000   -0.268527 
 664.000000 1266.000000    6.337561    0.006128  122.080078  118.800000   -0.502550 
 665.000000 1268.000000    6.344089    0.006528  123.222656  122.400000    0.168017 
 666.000000 1269.000000    6.350120    0.006031  123.222656  124.200000    0.201020 
 667.000000 1270.000000    6.356154    0.006034  123.222656  126.000000    0.372037 
 668.000000 1271.000000    6.362279    0.006125  123.134766  127.800000    0.522052 
 669.000000 1273.000000    6.368284    0.006005  124.628906  131.400000    0.831083 
 670.000000 1274.000000    6.374436    0.006152  126.914062  133.200000    0.666067 
 671.000000 1275.000000    6.380666    0.006229  129.990234  135.000000    0.525053 
 672.000000 1276.000000    6.386907    0.006241  133.417969  136.800000    0.318032 
 673.000000 1278.000000    6.392914    0.006007  139.570312  140.400000    0.732073 
 674.000000 1279.000000    6.398913    0.006000  142.119141  142.200000   -0.015002 
 675.000000 1280.000000    6.404880    0.005966  144.052734  144.000000   -0.019502 
 676.000000 1281.000000    6.410784    0.005904  145.722656  145.800000    0.048005 
 677.000000 1282.000000    6.416696    0.005912  147.128906  147.600000    0.093009 
 678.000000 1283.000000    6.422594    0.005898  148.271484  149.400000    0.160516 
 679.000000 1285.000000    6.428503    0.005909  149.941406  153.000000    0.546055 
 680.000000 1286.000000    6.434511    0.006008  150.556641  154.800000    0.466547 
 681.000000 1287.000000    6.440396    0.005885  152.138672  156.600000    0.577558 
 682.000000 1288.000000    6.446322    0.005926  153.544922  158.400000    0.472547 
 683.000000 1289.000000    6.452227    0.005905  155.039062  160.200000    0.528053 
 684.000000 1291.000000    6.458134    0.005907  160.400391  163.800000    0.888089 
 685.000000 1292.000000    6.464137    0.006003  163.388672  165.600000    0.264026 
 686.000000 1293.000000    6.470099    0.005962  166.728516  167.400000    0.109511 
 687.000000 1294.000000    6.476062    0.005963  169.892578  169.200000   -0.063006 
 688.000000 1295.000000    6.482015    0.005952  171.914062  171.000000   -0.153015 
 689.000000 1297.000000    6.487968    0.005954  173.583984  174.600000    0.385539 
 690.000000 1298.000000    6.493916    0.005948  173.232422  176.400000    0.373537 
 691.000000 1299.000000    6.500008    0.006092  172.968750  178.200000    0.621062 
 692.000000 1300.000000    6.505919    0.005911  172.792969  180.000000    0.781578 
 693.000000 1301.000000    6.511863    0.005944  172.705078  178.200000    0.936094 
 694.000000 1302.000000    6.517788    0.005925  174.111328  176.400000    0.319532 
 695.000000 1304.000000    6.523698    0.005910  177.978516  172.800000   -0.105011 
 696.000000 1305.000000    6.529610    0.005912  179.824219  171.000000   -0.826583 
 697.000000 1306.000000    6.535606    0.005996  181.318359  169.200000   -1.119112 
 698.000000 1307.000000    6.541519    0.005914  180.000000  167.400000   -1.350135 
 699.000000 1308.000000    6.547425    0.005906  176.923828  165.600000   -1.030603 
 700.000000 1310.000000    6.553328    0.005903  167.607422  162.000000   -1.251125 
 701.000000 1311.000000    6.559236    0.005908  161.630859  160.200000    0.085509 
 702.000000 1312.000000    6.565143    0.005907  155.830078  158.400000    0.487549 
 703.000000 1313.000000    6.571139    0.005996  150.908203  156.600000    0.796580 
 704.000000 1314.000000    6.577044    0.005905  148.447266  154.800000    0.943594 
 705.000000 1316.000000    6.582949    0.005906  149.326172  151.200000    0.217522 
 706.000000 1317.000000    6.588859    0.005910  151.171875  149.400000   -0.184518 
 707.000000 1318.000000    6.594769    0.005909  152.841797  147.600000   -0.544554 
 708.000000 1319.000000    6.600672    0.005903  152.402344  145.800000   -0.810081 
 709.000000 1320.000000    6.606587    0.005916  150.820312  144.000000   -0.652565 
 710.000000 1321.000000    6.612466    0.005879  148.447266  142.200000   -0.525053 
 711.000000 1323.000000    6.618388    0.005922  142.734375  138.600000   -0.834083 
 712.000000 1324.000000    6.624281    0.005893  139.833984  136.800000   -0.114011 
 713.000000 1325.000000    6.630237    0.005956  135.175781  135.000000   -0.046505 
