       step          sn     cputime cputimediff       angle         ref       error           v 
 312.000000  571.000000    2.866323    0.005898   53.701172   52.200000   -1.501172    0.225023 
 313.000000  572.000000    2.872215    0.005892   49.921875   50.400000    0.478125    0.288029 
 314.000000  573.000000    2.878232    0.006017   47.197266   48.600000    1.402734    0.361536 
 315.000000  574.000000    2.884125    0.005893   45.175781   46.800000    1.624219    0.303030 
 316.000000  576.000000    2.890025    0.005900   43.945312   43.200000   -0.745312    0.249025 
 317.000000  577.000000    2.895926    0.005901   44.033203   41.400000   -2.633203   -0.192019 
 318.000000  578.000000    2.901831    0.005904   44.121094   39.600000   -4.521094   -0.394539 
 319.000000  579.000000    2.907739    0.005908   44.208984   37.800000   -6.408984   -0.552055 
 320.000000  580.000000    2.913637    0.005898   44.033203   36.000000   -8.033203   -0.711071 
 321.000000  582.000000    2.919532    0.005895   39.990234   32.400000   -7.590234   -0.948095 
 322.000000  583.000000    2.925438    0.005907   37.001953   30.600000   -6.401953   -0.520552 
 323.000000  584.000000    2.931335    0.005897   33.574219   28.800000   -4.774219   -0.321032 
 324.000000  585.000000    2.937232    0.005897   30.234375   27.000000   -3.234375   -0.130513 
 325.000000  586.000000    2.943131    0.005899   27.158203   25.200000   -1.958203   -0.016502 
 326.000000  587.000000    2.949111    0.005980   24.257812   23.400000   -0.857813    0.055506 
 327.000000  589.000000    2.955064    0.005953   21.181641   19.800000   -1.381641    0.214521 
 328.000000  590.000000    2.960962    0.005897   20.566406   18.000000   -2.566406   -0.114011 
 329.000000  591.000000    2.966911    0.005949   20.390625   16.200000   -4.190625   -0.313531 
 330.000000  592.000000    2.972858    0.005947   20.390625   14.400000   -5.990625   -0.507051 
 331.000000  593.000000    2.978802    0.005944   20.390625   12.600000   -7.790625   -0.679568 
 332.000000  595.000000    2.984751    0.005950   18.457031    9.000000   -9.457031   -0.981098 
 333.000000  596.000000    2.990702    0.005950   16.787109    7.200000   -9.587109   -0.748575 
 334.000000  597.000000    2.996636    0.005934   14.062500    5.400000   -8.662500   -0.772577 
 335.000000  598.000000    3.002546    0.005910    9.843750    3.600000   -6.243750   -0.562556 
 336.000000  599.000000    3.008445    0.005899    5.537109    1.800000   -3.737109   -0.171017 
 337.000000  600.000000    3.014271    0.005826    1.845703    0.000000   -1.845703    0.046505 
 338.000000  602.000000    3.020246    0.005975   -3.251953   -3.600000   -0.348047    0.280528 
 339.000000  603.000000    3.026378    0.006132   -4.130859   -5.400000   -1.269141    0.031503 
 340.000000  604.000000    3.032323    0.005945   -3.867187   -7.200000   -3.332813   -0.192019 
 341.000000  605.000000    3.038223    0.005900   -3.164062   -9.000000   -5.835937   -0.511551 
 342.000000  606.000000    3.044123    0.005899   -2.460938  -10.800000   -8.339063   -0.777078 
 343.000000  608.000000    3.050017    0.005894   -3.427734  -14.400000  -10.972266   -1.194119 
 344.000000  609.000000    3.055920    0.005903   -5.009766  -16.200000  -11.190234   -0.939094 
 345.000000  610.000000    3.061825    0.005905   -8.613281  -18.000000   -9.386719   -0.937594 
 346.000000  611.000000    3.067721    0.005896  -12.568359  -19.800000   -7.231641   -0.529553 
 347.000000  612.000000    3.073619    0.005898  -17.138672  -21.600000   -4.461328   -0.307531 
 348.000000  614.000000    3.079520    0.005900  -25.751953  -25.200000    0.551953    0.229523 
 349.000000  615.000000    3.085417    0.005898  -28.037109  -27.000000    1.037109    0.336034 
 350.000000  616.000000    3.091320    0.005903  -29.355469  -28.800000    0.555469    0.160516 
 351.000000  617.000000    3.097211    0.005891  -30.585937  -30.600000   -0.014062   -0.004500 
 352.000000  618.000000    3.103109    0.005898  -31.552734  -32.400000   -0.847266   -0.063006 
 353.000000  619.000000    3.109010    0.005901  -32.167969  -34.200000   -2.032031   -0.165017 
 354.000000  621.000000    3.114909    0.005899  -32.519531  -37.800000   -5.280469   -0.408041 
 355.000000  622.000000    3.120813    0.005904  -32.431641  -39.600000   -7.168359   -0.649565 
 356.000000  623.000000    3.126707    0.005894  -32.343750  -41.400000   -9.056250   -0.831083 
 357.000000  624.000000    3.132726    0.006019  -32.519531  -43.200000  -10.680469   -0.990099 
 358.000000  625.000000    3.138633    0.005907  -34.541016  -45.000000  -10.458984   -1.093609 
 359.000000  627.000000    3.144537    0.005904  -41.220703  -48.600000   -7.379297   -0.820582 
 360.000000  628.000000    3.150394    0.005857  -45.615234  -50.400000   -4.784766   -0.316532 
 361.000000  629.000000    3.156347    0.005953  -49.921875  -52.200000   -2.278125   -0.069007 
 362.000000  630.000000    3.162300    0.005953  -53.964844  -54.000000   -0.035156    0.126013 
 363.000000  631.000000    3.168243    0.005944  -56.953125  -55.800000    1.153125    0.277528 
 364.000000  632.000000    3.174185    0.005941  -58.447266  -57.600000    0.847266    0.241524 
 365.000000  634.000000    3.180131    0.005946  -59.853516  -61.200000   -1.346484   -0.003000 
 366.000000  635.000000    3.186075    0.005944  -59.941406  -63.000000   -3.058594   -0.283528 
 367.000000  636.000000    3.192038    0.005963  -59.853516  -64.800000   -4.946484   -0.483048 
 368.000000  637.000000    3.199363    0.007324  -60.644531  -66.600000   -5.955469   -0.663066 
 369.000000  639.000000    3.205411    0.006049  -65.126953  -70.200000   -5.073047   -0.718572 
 370.000000  640.000000    3.211376    0.005964  -68.642578  -72.000000   -3.357422   -0.294029 
 371.000000  641.000000    3.217348    0.005972  -71.982422  -73.800000   -1.817578   -0.073507 
 372.000000  642.000000    3.223284    0.005936  -74.970703  -75.600000   -0.629297    0.031503 
 373.000000  643.000000    3.229250    0.005965  -76.992188  -77.400000   -0.407812    0.084008 
 374.000000  645.000000    3.235224    0.005974  -78.222656  -81.000000   -2.777344   -0.004500 
 375.000000  646.000000    3.241136    0.005912  -77.871094  -82.800000   -4.928906   -0.447045 
 376.000000  647.000000    3.247038    0.005902  -77.431641  -84.600000   -7.168359   -0.705071 
 377.000000  648.000000    3.252944    0.005907  -77.080078  -86.400000   -9.319922   -0.904590 
 378.000000  649.000000    3.258850    0.005905  -77.607422  -88.200000  -10.592578   -1.074107 
 379.000000  651.000000    3.264752    0.005902  -82.265625  -91.800000   -9.534375   -1.174617 
 380.000000  652.000000    3.270657    0.005905  -87.363281  -93.600000   -6.236719   -0.669067 
 381.000000  653.000000    3.276554    0.005897  -92.636719  -95.400000   -2.763281   -0.126013 
 382.000000  654.000000    3.282456    0.005902  -97.734375  -97.200000    0.534375    0.184518 
 383.000000  655.000000    3.288350    0.005894 -100.898438  -99.000000    1.898438    0.435044 
 384.000000  656.000000    3.294255    0.005905 -103.183594 -100.800000    2.383594    0.298530 
 385.000000  658.000000    3.300151    0.005896 -105.380859 -104.400000    0.980859    0.267027 
 386.000000  659.000000    3.306184    0.006033 -105.380859 -106.200000   -0.819141   -0.082508 
 387.000000  660.000000    3.312089    0.005905 -105.205078 -108.000000   -2.794922   -0.333033 
 388.000000  661.000000    3.317979    0.005889 -105.029297 -109.800000   -4.770703   -0.520552 
 389.000000  662.000000    3.323882    0.005903 -104.941406 -111.600000   -6.658594   -0.685569 
 390.000000  664.000000    3.329790    0.005908 -108.632812 -115.200000   -6.567188   -0.988599 
 391.000000  665.000000    3.335696    0.005906 -111.269531 -117.000000   -5.730469   -0.511551 
 392.000000  666.000000    3.341593    0.005897 -114.433594 -118.800000   -4.366406   -0.409541 
 393.000000  667.000000    3.347492    0.005899 -118.388672 -120.600000   -2.211328   -0.229523 
 394.000000  668.000000    3.353397    0.005905 -121.904297 -122.400000   -0.495703    0.051005 
 395.000000  669.000000    3.359289    0.005892 -123.574219 -124.200000   -0.625781    0.135014 
 396.000000  671.000000    3.365207    0.005918 -126.386719 -127.800000   -1.413281   -0.124512 
 397.000000  672.000000    3.371090    0.005883 -127.617188 -129.600000   -1.982812   -0.225023 
 398.000000  673.000000    3.377178    0.006088 -128.583984 -131.400000   -2.816016   -0.283528 
 399.000000  674.000000    3.383127    0.005949 -129.462891 -133.200000   -3.737109   -0.387039 
