   step_cpu      sn_cpu cputime_cpu cputimediff_cpu   angle_cpu     ref_cpu   error_cpu       v_cpu 
 291.000000  492.000000    2.465177    0.004992  166.289062  165.600000   -0.689063    0.270027 
 292.000000  493.000000    2.470185    0.005009  167.695312  167.400000   -0.295313    0.310531 
 293.000000  494.000000    2.475181    0.004996  168.574219  169.200000    0.625781    0.462046 
 294.000000  495.000000    2.480183    0.005001  169.277344  171.000000    1.722656    0.570057 
 295.000000  496.000000    2.485180    0.004997  170.683594  172.800000    2.116406    0.622562 
 296.000000  497.000000    2.490181    0.005001  173.144531  174.600000    1.455469    0.480048 
 297.000000  498.000000    2.495179    0.004999  175.517578  176.400000    0.882422    0.270027 
 298.000000  499.000000    2.500177    0.004998  177.626953  178.200000    0.573047    0.316532 
 299.000000  500.000000    2.505181    0.005004  179.648438  180.000000    0.351562    0.349535 
 300.000000  501.000000    2.510185    0.005003  181.757812  178.200000   -3.557812    0.352535 
 301.000000  502.000000    2.515180    0.004995  184.218750  176.400000   -7.818750   -0.562556 
 302.000000  503.000000    2.520171    0.004991  186.503906  174.600000  -11.903906   -0.583558 
 303.000000  504.000000    2.525178    0.005007  186.240234  172.800000  -13.440234   -0.700570 
 304.000000  505.000000    2.530175    0.004997  184.746094  171.000000  -13.746094   -0.207021 
 305.000000  506.000000    2.535175    0.005000  182.900391  169.200000  -13.700391   -0.087009 
 306.000000  507.000000    2.540175    0.005000  181.054688  167.400000  -13.654688   -0.049505 
 307.000000  508.000000    2.545180    0.005004  179.472656  165.600000  -13.872656   -0.066007 
 308.000000  509.000000    2.550171    0.004991  179.033203  163.800000  -15.233203   -0.133513 
 309.000000  510.000000    2.555181    0.005010  179.296875  162.000000  -17.296875   -0.415542 
 310.000000  511.000000    2.560224    0.005043  179.560547  160.200000  -19.360547   -0.583558 
 311.000000  512.000000    2.565181    0.004957  179.824219  158.400000  -21.424219   -0.633063 
