       step          sn     cputime cputimediff       angle         ref       error           v 
 314.000000  574.000000    2.888648    0.005899   20.126953   46.800000   26.673047    3.732373 
 315.000000  576.000000    2.894544    0.005896   33.837891   43.200000    9.362109    2.862286 
 316.000000  577.000000    2.900444    0.005900   47.636719   41.400000   -6.236719   -0.612061 
 317.000000  578.000000    2.906355    0.005910   61.787109   39.600000  -22.187109   -2.769277 
 318.000000  579.000000    2.912387    0.006032   70.751953   37.800000  -32.951953   -4.384938 
 319.000000  580.000000    2.918285    0.005898   72.861328   36.000000  -36.861328   -4.687969 
 320.000000  581.000000    2.924191    0.005906   68.466797   34.200000  -34.266797   -4.077408 
 321.000000  583.000000    2.930103    0.005912   42.978516   30.600000  -12.378516   -2.629763 
 322.000000  584.000000    2.936012    0.005909   25.136719   28.800000    3.663281    0.775578 
 323.000000  585.000000    2.941910    0.005898    7.734375   27.000000   19.265625    2.781278 
 324.000000  586.000000    2.947809    0.005899   -3.955078   25.200000   29.155078    4.246925 
 325.000000  587.000000    2.953705    0.005896   -8.613281   23.400000   32.013281    4.386439 
 326.000000  589.000000    2.959606    0.005901    3.164062   19.800000   16.635938    3.925893 
 327.000000  590.000000    2.965567    0.005961   16.962891   18.000000    1.037109    0.163516 
 328.000000  591.000000    2.971967    0.006400   33.222656   16.200000  -17.022656   -2.067207 
 329.000000  592.000000    2.977895    0.005928   44.296875   14.400000  -29.896875   -4.197420 
 330.000000  593.000000    2.983911    0.006016   48.779297   12.600000  -36.179297   -4.705971 
 331.000000  595.000000    2.989817    0.005906   36.210938    9.000000  -27.210938   -4.980498 
 332.000000  596.000000    2.995721    0.005904   20.302734    7.200000  -13.102734   -1.425143 
 333.000000  597.000000    3.001623    0.005902    0.966797    5.400000    4.433203    0.850585 
 334.000000  598.000000    3.007528    0.005905  -15.205078    3.600000   18.805078    3.066307 
 335.000000  599.000000    3.013425    0.005898  -25.839844    1.800000   27.639844    4.014401 
 336.000000  601.000000    3.019322    0.005896  -26.806641   -1.800000   25.006641    4.938494 
 337.000000  602.000000    3.025223    0.005902  -18.017578   -3.600000   14.417578    1.866187 
 338.000000  603.000000    3.031121    0.005898   -5.273438   -5.400000   -0.126563   -0.037504 
 339.000000  604.000000    3.037024    0.005903    7.734375   -7.200000  -14.934375   -2.038704 
 340.000000  605.000000    3.042912    0.005888   16.523438   -9.000000  -25.523437   -3.528353 
 341.000000  606.000000    3.048812    0.005900   19.423828  -10.800000  -30.223828   -3.952895 
 342.000000  608.000000    3.054835    0.006023    6.416016  -14.400000  -20.816016   -4.018902 
 343.000000  609.000000    3.060733    0.005899   -8.085938  -16.200000   -8.114062   -0.790579 
 344.000000  610.000000    3.066636    0.005903  -25.400391  -18.000000    7.400391    1.129613 
 345.000000  611.000000    3.072538    0.005901  -38.671875  -19.800000   18.871875    3.058806 
 346.000000  612.000000    3.078436    0.005898  -46.757812  -21.600000   25.157812    3.594359 
 347.000000  614.000000    3.084337    0.005901  -45.087891  -25.200000   19.887891    4.072907 
 348.000000  615.000000    3.090215    0.005878  -36.826172  -27.000000    9.826172    1.284128 
 349.000000  616.000000    3.096112    0.005897  -25.048828  -28.800000   -3.751172   -0.415542 
 350.000000  617.000000    3.102007    0.005895  -14.765625  -30.600000  -15.834375   -2.257726 
 351.000000  618.000000    3.107911    0.005904   -8.085938  -32.400000  -24.314062   -3.225323 
 352.000000  619.000000    3.113802    0.005891   -7.734375  -34.200000  -26.465625   -3.534353 
 353.000000  621.000000    3.119702    0.005900  -23.730469  -37.800000  -14.069531   -3.036304 
 354.000000  622.000000    3.125740    0.006038  -38.144531  -39.600000   -1.455469   -0.043504 
 355.000000  623.000000    3.131567    0.005827  -53.437500  -41.400000   12.037500    1.767177 
 356.000000  624.000000    3.137453    0.005886  -64.423828  -43.200000   21.223828    3.217822 
 357.000000  625.000000    3.143333    0.005880  -69.697266  -45.000000   24.697266    3.492349 
 358.000000  627.000000    3.149287    0.005954  -64.599609  -48.600000   15.999609    3.342334 
 359.000000  628.000000    3.155247    0.005959  -55.546875  -50.400000    5.146875    0.697570 
 360.000000  629.000000    3.161235    0.005989  -44.296875  -52.200000   -7.903125   -0.991599 
 361.000000  630.000000    3.167185    0.005950  -35.771484  -54.000000  -18.228516   -2.589259 
 362.000000  631.000000    3.173117    0.005932  -31.201172  -55.800000  -24.598828   -3.205821 
 363.000000  632.000000    3.179067    0.005950  -32.519531  -57.600000  -25.080469   -3.256826 
 364.000000  634.000000    3.184951    0.005884  -49.306641  -61.200000  -11.893359   -2.496250 
 365.000000  635.000000    3.190902    0.005951  -63.984375  -63.000000    0.984375    0.154515 
 366.000000  636.000000    3.196884    0.005983  -76.640625  -64.800000   11.840625    2.043204 
 367.000000  637.000000    3.202783    0.005899  -87.187500  -66.600000   20.587500    2.811281 
 368.000000  638.000000    3.208698    0.005914  -91.406250  -68.400000   23.006250    3.363336 
 369.000000  640.000000    3.214607    0.005909  -84.902344  -72.000000   12.902344    2.917792 
 370.000000  641.000000    3.220508    0.005901  -74.531250  -73.800000    0.731250    0.237024 
 371.000000  642.000000    3.226408    0.005899  -62.226563  -75.600000  -13.373437   -1.620162 
 372.000000  643.000000    3.232400    0.005992  -53.876953  -77.400000  -23.523047   -3.285329 
 373.000000  644.000000    3.238300    0.005900  -50.800781  -79.200000  -28.399219   -3.705371 
 374.000000  645.000000    3.244201    0.005901  -54.580078  -81.000000  -26.419922   -3.418842 
 375.000000  647.000000    3.250104    0.005903  -75.849609  -84.600000   -8.750391   -2.037204 
 376.000000  648.000000    3.256008    0.005904  -91.406250  -86.400000    5.006250    0.748575 
 377.000000  649.000000    3.261905    0.005897 -104.765625  -88.200000   16.565625    2.557756 
 378.000000  650.000000    3.267804    0.005899 -114.521484  -90.000000   24.521484    3.370837 
 379.000000  651.000000    3.273699    0.005895 -117.861328  -91.800000   26.061328    3.627363 
 380.000000  653.000000    3.279598    0.005899 -105.996094  -95.400000   10.596094    2.997300 
 381.000000  654.000000    3.285501    0.005903  -93.603516  -97.200000   -3.596484   -0.390039 
 382.000000  655.000000    3.291397    0.005896  -79.804688  -99.000000  -19.195312   -2.344734 
 383.000000  656.000000    3.297296    0.005898  -70.839844 -100.800000  -29.960156   -4.080408 
 384.000000  657.000000    3.303174    0.005879  -68.818359 -102.600000  -33.781641   -4.432943 
 385.000000  658.000000    3.309215    0.006040  -73.652344 -104.400000  -30.747656   -3.801380 
 386.000000  660.000000    3.315171    0.005956  -98.701172 -108.000000   -9.298828   -2.214221 
 387.000000  661.000000    3.321067    0.005896 -116.103516 -109.800000    6.303516    0.990099 
 388.000000  662.000000    3.327022    0.005955 -132.802734 -111.600000   21.202734    2.941794 
 389.000000  663.000000    3.332978    0.005956 -143.261719 -113.400000   29.861719    4.300930 
 390.000000  664.000000    3.338928    0.005951 -146.162109 -115.200000   30.962109    4.242424 
 391.000000  666.000000    3.344874    0.005946 -132.714844 -118.800000   13.914844    3.361836 
 392.000000  667.000000    3.350827    0.005953 -118.388672 -120.600000   -2.211328   -0.303030 
 393.000000  668.000000    3.356771    0.005944 -102.656250 -122.400000  -19.743750   -2.497750 
 394.000000  669.000000    3.362670    0.005898  -92.109375 -124.200000  -32.090625   -4.422442 
 395.000000  670.000000    3.368618    0.005949  -88.681641 -126.000000  -37.318359   -4.879988 
 396.000000  672.000000    3.374527    0.005908 -102.919922 -129.600000  -26.680078   -4.870987 
 397.000000  673.000000    3.380506    0.005979 -119.443359 -131.400000  -11.956641   -1.255626 
 398.000000  674.000000    3.386408    0.005902 -137.988281 -133.200000    4.788281    1.015602 
 399.000000  675.000000    3.392304    0.005896 -154.687500 -135.000000   19.687500    2.949295 
